 2.233e-314 0.0199621 7.93674e-315 6.95323e-310
 1	 0.473286	 1.60864e-17	 2.612	
 1	 0.473286	 -7.01185e-18	 2.612	
 1	 0.473286	 -1.66451e-17	 2.612	
 1	 0.473286	 -4.35581e-18	 2.612	
 1	 0.473286	 -1.37952e-17	 2.612	
 1	 0.473286	 -4.0137e-18	 2.612	
 1	 0.473286	 -2.0443e-18	 2.612	
 1	 0.473286	 0	 2.612	
 1	 0.473286	 6.37069e-18	 2.612	
 1	 0.473286	 0	 2.612	
 1	 0.473286	 -2.20922e-18	 2.612	
 1	 0.473286	 0	 2.612	
 1	 0.473286	 -6.90621e-18	 2.612	
 1	 0.473286	 4.70297e-18	 2.612	
 1	 0.473286	 2.40307e-18	 2.612	
 1	 0.473286	 6.14242e-18	 2.612	
 1	 0.473286	 1.3195e-17	 2.612	
 1	 0.473286	 -1.47911e-17	 2.612	
 1	 0.473286	 7.90265e-18	 2.612	
 1	 0.473286	 1.55199e-17	 2.612	
 1	 0.473286	 -1.5912e-17	 2.612	
 1	 0.473286	 2.83902e-18	 2.612	
 1	 0.473286	 8.74365e-18	 2.612	
 1	 0.473286	 -5.23987e-18	 2.612	
 1	 0.473286	 4.61752e-18	 2.612	
 1	 0.473286	 4.35511e-18	 2.612	
 1	 0.473286	 -8.15413e-18	 2.612	
 1	 0.473286	 -5.04261e-18	 2.612	
 1	 0.473286	 -5.20225e-18	 2.612	
 1	 0.473286	 -1.34308e-18	 2.612	
 1	 0.473286	 8.79365e-18	 2.612	
 1	 0.473286	 -1.34123e-17	 2.612	
 1	 0.473286	 -3.97099e-18	 2.612	
 1	 0.473286	 -8.24067e-18	 2.612	
 1	 0.473286	 2.14067e-18	 2.612	
 1	 0.473286	 1.05817e-17	 2.612	
 1	 0.473286	 -1.10302e-17	 2.612	
 1	 0.473286	 1.63683e-17	 2.612	
 1	 0.473286	 -1.0149e-17	 2.612	
 1.00073	 0.473539	 -0.00906075	 2.61459	
 0.983092	 0.47928	 -0.196914	 2.55608	
 0.982185	 0.478275	 -0.198603	 2.55416	
 0.983817	 0.476637	 -0.199147	 2.55898	
 0.985476	 0.475129	 -0.199511	 2.56386	
 0.987205	 0.473541	 -0.199847	 2.56894	
 0.989125	 0.471767	 -0.200158	 2.57459	
 0.99134	 0.469713	 -0.200439	 2.58112	
 0.993917	 0.467323	 -0.200668	 2.58871	
 0.996922	 0.464534	 -0.200818	 2.59758	
 1.00041	 0.461299	 -0.200851	 2.60786	
 1.00444	 0.457552	 -0.200715	 2.61977	
 1.00911	 0.453232	 -0.200075	 2.63358	
 1.01454	 0.448266	 -0.198445	 2.64965	
 1.02094	 0.442381	 -0.196048	 2.66862	
 1.02869	 0.435203	 -0.192434	 2.6916	
 1.03844	 0.426067	 -0.186698	 2.72054	
 1.0513	 0.41377	 -0.176977	 2.7587	
 1.0691	 0.396129	 -0.158896	 2.81143	
 1.0939	 0.369931	 -0.121932	 2.88463	
 1.12297	 0.337034	 -0.0439581	 2.97043	
 1.11555	 0.346817	 0.0646652	 2.95014	
 1.08263	 0.382356	 0.132261	 2.85275	
 1.05619	 0.409031	 0.165605	 2.77382	
 1.03755	 0.427021	 0.18183	 2.71822	
 1.02418	 0.439557	 0.190344	 2.67844	
 1.01409	 0.448844	 0.195194	 2.64847	
 1.0061	 0.456116	 0.198109	 2.62477	
 0.999548	 0.462109	 0.199282	 2.60538	
 0.994061	 0.467137	 0.199558	 2.58918	
 0.98937	 0.471419	 0.19953	 2.57533	
 0.985327	 0.475103	 0.199301	 2.56341	
 0.981839	 0.478277	 0.198951	 2.55313	
 0.978862	 0.481008	 0.198386	 2.54437	
 0.976352	 0.48334	 0.197583	 2.53699	
 0.974203	 0.485334	 0.196792	 2.53069	
 0.97235	 0.487052	 0.196038	 2.52525	
 0.970689	 0.488585	 0.195304	 2.52038	
 0.969097	 0.49004	 0.194566	 2.51571	
 0.967514	 0.4915	 0.193799	 2.51109	
 0.968534	 0.490812	 0.192179	 2.51412	
 1.00006	 0.475291	 0.0090024	 2.61157	
 1	 0.473286	 -8.30649e-18	 2.612	
 1	 0.473286	 -1.28201e-17	 2.612	
 1	 0.473286	 -2.92216e-18	 2.612	
 1	 0.473286	 -8.12744e-18	 2.612	
 1	 0.473286	 -1.37311e-17	 2.612	
 1	 0.473286	 -4.92199e-18	 2.612	
 1	 0.473286	 -1.04836e-17	 2.612	
 1	 0.473286	 1.25231e-17	 2.612	
 1	 0.473286	 -6.04883e-18	 2.612	
 1	 0.473286	 -9.2251e-18	 2.612	
 1	 0.473286	 -1.74275e-18	 2.612	
 1	 0.473286	 -5.06704e-18	 2.612	
 1	 0.473286	 1.63849e-18	 2.612	
 1	 0.473286	 7.55679e-18	 2.612	
 1	 0.473286	 -1.546e-18	 2.612	
 1	 0.473286	 1.50356e-18	 2.612	
 1	 0.473286	 -1.53656e-17	 2.612	
 1	 0.473286	 1.49658e-17	 2.612	
 1	 0.473286	 -4.51479e-18	 2.612	
 1	 0.473286	 -1.42254e-17	 2.612	
 1	 0.473286	 9.25472e-18	 2.612	
 1	 0.473286	 1.19412e-17	 2.612	
 1	 0.473286	 -1.92336e-17	 2.612	
 1	 0.473286	 1.07873e-17	 2.612	
 1	 0.473286	 -1.20569e-18	 2.612	
 1	 0.473286	 1.76958e-18	 2.612	
 1	 0.473286	 4.33068e-18	 2.612	
 1	 0.473286	 -3.11025e-18	 2.612	
 1	 0.473286	 3.32436e-18	 2.612	
 1	 0.473286	 6.24534e-18	 2.612	
 1	 0.473286	 1.17153e-17	 2.612	
 1	 0.473286	 -1.09695e-17	 2.612	
 1	 0.473286	 7.68868e-18	 2.612	
 1	 0.473286	 2.01264e-18	 2.612	
 1	 0.473286	 4.94083e-19	 2.612	
 1	 0.473286	 1.26185e-17	 2.612	
 1	 0.473286	 3.81501e-18	 2.612	
 1	 0.473286	 7.96813e-18	 2.612	
 1	 0.473286	 -7.37322e-18	 2.612	
 1	 0.473286	 -1.37709e-18	 2.612	
 1	 0.473286	 1.02708e-17	 2.612	
 1	 0.473286	 9.02401e-18	 2.612	
 1	 0.473286	 -7.73325e-18	 2.612	
 1	 0.473286	 -1.47603e-18	 2.612	
 1	 0.473286	 1.20242e-17	 2.612	
 1	 0.473286	 9.69652e-18	 2.612	
 1	 0.473286	 -1.6121e-17	 2.612	
 1	 0.473286	 6.36114e-18	 2.612	
 1	 0.473286	 4.32444e-18	 2.612	
 1	 0.473286	 2.20575e-18	 2.612	
 1	 0.473286	 3.93935e-18	 2.612	
 1	 0.473286	 -1.09168e-17	 2.612	
 1	 0.473286	 8.80315e-18	 2.612	
 1	 0.473286	 -6.59697e-18	 2.612	
 1	 0.473286	 9.81035e-18	 2.612	
 1	 0.473286	 -2.50873e-18	 2.612	
 1	 0.473286	 -4.49314e-18	 2.612	
 1	 0.473286	 1.24882e-17	 2.612	
 1	 0.473286	 -1.81826e-17	 2.612	
 1	 0.473286	 7.5944e-18	 2.612	
 1	 0.473286	 -1.62897e-17	 2.612	
